PUT|PATCH	api/v1/governorates/{governorate}	governorates.update	Marvel\Http\Controllers\GovernorateController@update	api,auth:sanctum,throttle:admin,permission:update-governorate
DELETE	api/v1/governorates/{governorate}	governorates.destroy	Marvel\Http\Controllers\GovernorateController@destroy	api,auth:sanctum,throttle:admin,permission:delete-governorate
GET	api/v1/cities	cities.index	Marvel\Http\Controllers\CityController@index	api,auth:sanctum,throttle:admin,permission:view-city
POST	api/v1/cities	cities.store	Marvel\Http\Controllers\CityController@store	api,auth:sanctum,throttle:admin,permission:create-city
GET	api/v1/cities/{city}	cities.show	Marvel\Http\Controllers\CityController@show	api,auth:sanctum,throttle:admin,permission:view-city
PUT|PATCH	api/v1/cities/{city}	cities.update	Marvel\Http\Controllers\CityController@update	api,auth:sanctum,throttle:admin,permission:update-city
DELETE	api/v1/cities/{city}	cities.destroy	Marvel\Http\Controllers\CityController@destroy	api,auth:sanctum,throttle:admin,permission:delete-city
GET	api/v1/shipping-prices	shipping-prices.index	Marvel\Http\Controllers\ShippingPriceController@index	api,auth:sanctum,throttle:admin
POST	api/v1/shipping-prices	shipping-prices.store	Marvel\Http\Controllers\ShippingPriceController@store	api,auth:sanctum,throttle:admin,permission:manage-shipping-prices
GET	api/v1/shipping-prices/{shipping_price}	shipping-prices.show	Marvel\Http\Controllers\ShippingPriceController@show	api,auth:sanctum,throttle:admin
PUT|PATCH	api/v1/shipping-prices/{shipping_price}	shipping-prices.update	Marvel\Http\Controllers\ShippingPriceController@update	api,auth:sanctum,throttle:admin,permission:manage-shipping-prices
DELETE	api/v1/shipping-prices/{shipping_price}	shipping-prices.destroy	Marvel\Http\Controllers\ShippingPriceController@destroy	api,auth:sanctum,throttle:admin,permission:manage-shipping-prices
PATCH	api/v1/reviews/{id}/toggle-approve		Marvel\Http\Controllers\ReviewController@toggleApproveReview	api,auth:sanctum,throttle:admin,permission:approve-reviews
GET	api/v1/reviews	reviews.index	Marvel\Http\Controllers\ReviewController@index	api,auth:sanctum,throttle:admin
POST	api/v1/reviews	reviews.store	Marvel\Http\Controllers\ReviewController@store	api,auth:sanctum,throttle:admin
GET	api/v1/reviews/{review}	reviews.show	Marvel\Http\Controllers\ReviewController@show	api,auth:sanctum,throttle:admin
PUT|PATCH	api/v1/reviews/{review}	reviews.update	Marvel\Http\Controllers\ReviewController@update	api,auth:sanctum,throttle:admin
DELETE	api/v1/reviews/{review}	reviews.destroy	Marvel\Http\Controllers\ReviewController@destroy	api,auth:sanctum,throttle:admin,permission:delete-reviews
GET	api/v1/site-reviews		Marvel\Http\Controllers\SiteReviewController@index	api,auth:sanctum,throttle:admin,permission:view-site-reviews
GET	api/v1/site-reviews/{id}		Marvel\Http\Controllers\SiteReviewController@show	api,auth:sanctum,throttle:admin,permission:view-site-reviews
PATCH	api/v1/site-reviews/{id}/approve		Marvel\Http\Controllers\SiteReviewController@approve	api,auth:sanctum,throttle:admin,permission:approve-site-reviews
PATCH	api/v1/site-reviews/{id}/reject		Marvel\Http\Controllers\SiteReviewController@reject	api,auth:sanctum,throttle:admin,permission:reject-site-reviews
GET	api/v1/currencies	currencies.index	Marvel\Http\Controllers\CurrencyController@index	api,auth:sanctum,throttle:admin,permission:view-currencies
POST	api/v1/currencies	currencies.store	Marvel\Http\Controllers\CurrencyController@store	api,auth:sanctum,throttle:admin,permission:create-currency
GET	api/v1/currencies/{currency}	currencies.show	Marvel\Http\Controllers\CurrencyController@show	api,auth:sanctum,throttle:admin,permission:view-currencies
PUT|PATCH	api/v1/currencies/{currency}	currencies.update	Marvel\Http\Controllers\CurrencyController@update	api,auth:sanctum,throttle:admin,permission:update-currency
DELETE	api/v1/currencies/{currency}	currencies.destroy	Marvel\Http\Controllers\CurrencyController@destroy	api,auth:sanctum,throttle:admin,permission:delete-currency
POST	api/v1/currencies/{id}/set-base		Marvel\Http\Controllers\CurrencyController@setBase	api,auth:sanctum,throttle:admin,permission:set-base-currency
POST	api/v1/currencies/{id}/set-catalog		Marvel\Http\Controllers\CurrencyController@setCatalog	api,auth:sanctum,throttle:admin,permission:set-catalog-currency
GET	api/v1/currency-rates	currency-rates.index	Marvel\Http\Controllers\CurrencyRateController@index	api,auth:sanctum,throttle:admin,permission:view-exchange-rates
POST	api/v1/currency-rates	currency-rates.store	Marvel\Http\Controllers\CurrencyRateController@store	api,auth:sanctum,throttle:admin,permission:create-exchange-rate
GET	api/v1/currency-rates/{currency_rate}	currency-rates.show	Marvel\Http\Controllers\CurrencyRateController@show	api,auth:sanctum,throttle:admin,permission:view-exchange-rates
PUT|PATCH	api/v1/currency-rates/{currency_rate}	currency-rates.update	Marvel\Http\Controllers\CurrencyRateController@update	api,auth:sanctum,throttle:admin,permission:update-exchange-rate
DELETE	api/v1/currency-rates/{currency_rate}	currency-rates.destroy	Marvel\Http\Controllers\CurrencyRateController@destroy	api,auth:sanctum,throttle:admin,permission:delete-exchange-rate
POST	api/v1/products/bulk-delete		Marvel\Http\Controllers\ProductController@destroyBulk	api,auth:sanctum,throttle:admin,permission:delete-product
DELETE	api/v1/products/all		Marvel\Http\Controllers\ProductController@destroyAll	api,auth:sanctum,throttle:admin,permission:delete-product
